issue,number,state,link
TF 2.5 nightly CUDA driver check failed ,46851,closed,https://github.com/tensorflow/tensorflow/issues/46851
Issue is not managed well,46850,closed,https://github.com/tensorflow/tensorflow/issues/46850
the label_smoothing argument for CE loss in keras,46849,open,https://github.com/tensorflow/tensorflow/issues/46849
LinearRegression Example in ForwardAccumulator docstring has an error,46848,closed,https://github.com/tensorflow/tensorflow/issues/46848
"Hi everyone, I want to look at the person_detect.tflite model you mentioned in Arduino IDE ESP32 person detection code, I want to look at the input layer of it, my beetle classifier has 96 by 96 and is grayscale so it is 1 x 96 x96 x1, but I am not sure if I can modify the person detection code to detect beetle or cat and dog TFlite converted to c model. Would you please provide the person_detect.tflite model available online? ",46847,open,https://github.com/tensorflow/tensorflow/issues/46847
Creating custom model for object detection,46846,closed,https://github.com/tensorflow/tensorflow/issues/46846
[docker]  ERROR executing command external/local_config_cuda/crosstool/clang/bin/crosstool_wrapper_driver_is_not_gcc,46845,open,https://github.com/tensorflow/tensorflow/issues/46845
gpt2 int8 quantization:  op_context.input->type == kTfLiteUInt8 || op_context.input->type == kTfLiteInt8 || op_context.input->type == kTfLiteInt16 || op_context.input->type == kTfLiteFloat16 was not true.Node number 15 (DEQUANTIZE) failed to prepare ,46844,closed,https://github.com/tensorflow/tensorflow/issues/46844
Distributed training using Parameterstrategy ,46843,closed,https://github.com/tensorflow/tensorflow/issues/46843
Use vectorized load/store in GatherOpKernel,46842,closed,https://github.com/tensorflow/tensorflow/issues/46842
[TFLM] CEVA-DSP platform - Update makefiles for CEVA-ToolBox 18.05,46841,closed,https://github.com/tensorflow/tensorflow/issues/46841
TypeError: __array__() takes 1 positional argument but 2 were given,46840,open,https://github.com/tensorflow/tensorflow/issues/46840
Update tf.keras.layers.convolutional.py with extended docstring information.,46839,closed,https://github.com/tensorflow/tensorflow/issues/46839
Update nn_ops.py,46838,closed,https://github.com/tensorflow/tensorflow/issues/46838
FATAL ERROR: tensorflow/core/framework/types.pb.h: No such file or directory,46837,closed,https://github.com/tensorflow/tensorflow/issues/46837
Lower ResizeNearestNeighbor when half_pixel_centers=true,46836,open,https://github.com/tensorflow/tensorflow/issues/46836
"Bug or me? Using a generator with a dataset, impossible to correctly specify shapes",46835,closed,https://github.com/tensorflow/tensorflow/issues/46835
floating point exception in tf.nn.avg_pool3d and tf.nn.max_pool3dwhen ksize=0,46834,closed,https://github.com/tensorflow/tensorflow/issues/46834
backing_device changes depending on the tensor's dtype,46833,open,https://github.com/tensorflow/tensorflow/issues/46833
Error when converting a resnetv1_50 based model trained with Tensorflow.,46832,closed,https://github.com/tensorflow/tensorflow/issues/46832
TF 2.4.1: Mirrored Strategy not providing performance boost RTX 3090 ,46831,closed,https://github.com/tensorflow/tensorflow/issues/46831
TFLM: Add new Cortex M target for running on a FVP,46830,closed,https://github.com/tensorflow/tensorflow/issues/46830
Missing CI for OPTIMIZED_KERNEL_DIR=cmsis_nn with MVEI extension,46829,open,https://github.com/tensorflow/tensorflow/issues/46829
To save subclassed Keras model from_config method is mandatory,46828,closed,https://github.com/tensorflow/tensorflow/issues/46828
tensorflow 2.4 ParameterServerStrategy + Estimator will be stuck,46827,closed,https://github.com/tensorflow/tensorflow/issues/46827
Estimator: how to write asset files into the assets directory hermetically when save model,46826,closed,https://github.com/tensorflow/tensorflow/issues/46826
RaggedTensor not supported as model input in generator and sequence,46825,closed,https://github.com/tensorflow/tensorflow/issues/46825
"On Windows, full-integer TFLite conversion is broken; `schema_py_generated.py` is empty",46824,closed,https://github.com/tensorflow/tensorflow/issues/46824
Running TensorFlow Profiler on CPU only machine but training on GPU machine?,46823,closed,https://github.com/tensorflow/tensorflow/issues/46823
TFLite converter does not convert dilated conv to single conv op when spatial dimension is dynamic,46822,open,https://github.com/tensorflow/tensorflow/issues/46822
ValueError: Failed to parse the model: pybind11::init(): factory function returned nullptr. when convert and quantize tf model,46821,open,https://github.com/tensorflow/tensorflow/issues/46821
ConvLSTM2D with CUDNN crashes,46820,closed,https://github.com/tensorflow/tensorflow/issues/46820
problematic args description table of aixs in tf.nn.softmax,46819,closed,https://github.com/tensorflow/tensorflow/issues/46819
tf.cond within vectorized_map results in unknown output shape,46818,open,https://github.com/tensorflow/tensorflow/issues/46818
error trying to download tensorflow with pip,46817,closed,https://github.com/tensorflow/tensorflow/issues/46817
The chained `==` operator throws error when converting to TFLite from `tf.function`.,46816,closed,https://github.com/tensorflow/tensorflow/issues/46816
Problem with jit compiler:,46815,closed,https://github.com/tensorflow/tensorflow/issues/46815
updated punctuations,46814,closed,https://github.com/tensorflow/tensorflow/issues/46814
suffering with the problem : tensorflow.python.framework.errors_impl.NotFoundError: NewRandomAccessFile failed to Create/Open: HelmetDetection/frozen_inference_graph.pb : The system cannot find the path specified. ; No such process,46813,closed,https://github.com/tensorflow/tensorflow/issues/46813
    TypeError: Input 'y' of 'Mul' Op has type float32 that does not match type int64 of argument 'x'.,46812,closed,https://github.com/tensorflow/tensorflow/issues/46812
"Encountered ""Segmentation fault (core dumped)"" when convert keras model to tflite model",46811,closed,https://github.com/tensorflow/tensorflow/issues/46811
StyleGAN2 is not converging in 4x RTX 3090,46810,closed,https://github.com/tensorflow/tensorflow/issues/46810
[RNN] LSTM with TimeDistributed layer converts successfully but fails when invoking,46809,closed,https://github.com/tensorflow/tensorflow/issues/46809
Multi GPU training - works on Intel CPU but failed on AMD CPU,46808,closed,https://github.com/tensorflow/tensorflow/issues/46808
ImageDataGenerator - Caching not effective when using tf.data.Dataset.from_generator,46807,closed,https://github.com/tensorflow/tensorflow/issues/46807
"edgetpu_compiler: ""Model not Quantized"" despite being quantized",46806,open,https://github.com/tensorflow/tensorflow/issues/46806
Shuffle Buffer Filled,46805,closed,https://github.com/tensorflow/tensorflow/issues/46805
Expose TString related C API #46803,46804,open,https://github.com/tensorflow/tensorflow/issues/46804
Expose TString related C API,46803,open,https://github.com/tensorflow/tensorflow/issues/46803
Get path from environment CUDA_PATH ,46802,open,https://github.com/tensorflow/tensorflow/issues/46802
thankyou,46801,closed,https://github.com/tensorflow/tensorflow/issues/46801
GPU Underutilized,46800,open,https://github.com/tensorflow/tensorflow/issues/46800
Failed when trying to install TensorFlow 2.x into my laptop. Ubuntu 18.04(Desktop). From source,46799,closed,https://github.com/tensorflow/tensorflow/issues/46799
Fix region control flow to functional pass with incompatible cast.,46798,closed,https://github.com/tensorflow/tensorflow/issues/46798
Trying to train a custom object detection model,46797,closed,https://github.com/tensorflow/tensorflow/issues/46797
Change 'must a Tensor' to 'must be a Tensor' in TypeError message,46796,closed,https://github.com/tensorflow/tensorflow/issues/46796
Refactor fake_quant.h from reference_ops.h,46795,closed,https://github.com/tensorflow/tensorflow/issues/46795
"ValueError: Input 0 of layer encoder1_ is incompatible with the layer: expected ndim=3, found ndim=4. Full shape received: (None, 64, 4, 850)",46794,closed,https://github.com/tensorflow/tensorflow/issues/46794
Refactor ParseFakeQuant in lite/core/api/flatbuffer_conversions.cc/h,46793,closed,https://github.com/tensorflow/tensorflow/issues/46793
TFlite conversion wierd Java Script error,46792,closed,https://github.com/tensorflow/tensorflow/issues/46792
Do not use XLA. Build configuration,46791,closed,https://github.com/tensorflow/tensorflow/issues/46791
tf-nightly ResNet50V2 building error,46790,closed,https://github.com/tensorflow/tensorflow/issues/46790
Win10: ImportError: DLL load failed while importing _pywrap_tensorflow_internal: A dynamic link library (DLL) initialization routine failed.,46788,closed,https://github.com/tensorflow/tensorflow/issues/46788
"Add Torch (Flash light) ""Android""",46787,closed,https://github.com/tensorflow/tensorflow/issues/46787
C++ compilation of rule failed - Error tensorflow building from source,46786,open,https://github.com/tensorflow/tensorflow/issues/46786
Op with name (StatefulPartitionedCall/sequential/conv2d/BiasAdd) and type (Conv) kernel not found in CPUExecutionProvider,46785,closed,https://github.com/tensorflow/tensorflow/issues/46785
Enabling GPU support for Tensorflow in virtualenv,46784,closed,https://github.com/tensorflow/tensorflow/issues/46784
Micro: port op FAKE_QUANT from Lite,46783,closed,https://github.com/tensorflow/tensorflow/issues/46783
"tf.keras.Model.fit() training works fine but custom training loop fails for identical model, optimizer, and loss function",46782,closed,https://github.com/tensorflow/tensorflow/issues/46782
cudnn 8.1.0 support ( + Bazel 4.0.0 ),46781,closed,https://github.com/tensorflow/tensorflow/issues/46781
TFLite Converter Version  InCompatibility Issue,46780,closed,https://github.com/tensorflow/tensorflow/issues/46780
[Intel MKL] Fix shape inference for Quantized{Conv2D/DepthwiseConv2D}-like operations,46779,open,https://github.com/tensorflow/tensorflow/issues/46779
fixed issue template link,46778,closed,https://github.com/tensorflow/tensorflow/issues/46778
"Deprecation warnings Model.state_updates when calling keras model `predict` after `get_weights`, in static execution",46777,open,https://github.com/tensorflow/tensorflow/issues/46777
flattening operation using tf.reshape inside @tf.function graph raises ValueError,46776,closed,https://github.com/tensorflow/tensorflow/issues/46776
hexagon,46775,closed,https://github.com/tensorflow/tensorflow/issues/46775
Switch to single-pip-package and install nvprune,46774,closed,https://github.com/tensorflow/tensorflow/issues/46774
Time series tutorial throws error when selecting multiple columns,46773,closed,https://github.com/tensorflow/tensorflow/issues/46773
Using MaxPooling1D with 4D and higher Tensors,46772,closed,https://github.com/tensorflow/tensorflow/issues/46772
Fix the 9KB binary size increase.,46771,closed,https://github.com/tensorflow/tensorflow/issues/46771
Inconsistency of computations with different batch size,46770,open,https://github.com/tensorflow/tensorflow/issues/46770
PoseNet model readme points to the wrong paper reference,46769,closed,https://github.com/tensorflow/tensorflow/issues/46769
Fix the hifimini build.,46768,closed,https://github.com/tensorflow/tensorflow/issues/46768
RFC: Port 16x8 TensorFlow Lite operators to TensorFlow Lite for Microcontrollers,46767,open,https://github.com/tensorflow/tensorflow/issues/46767
C API to efficiently share weights and access tensor data during inferencing,46766,open,https://github.com/tensorflow/tensorflow/issues/46766
numpy() is not working on Tensor object in TF2.x,46765,closed,https://github.com/tensorflow/tensorflow/issues/46765
Add placement API for C interface - control subset of devices to make visible for model,46764,open,https://github.com/tensorflow/tensorflow/issues/46764
Performance and functional parity of C and Python API for the graph mode,46763,open,https://github.com/tensorflow/tensorflow/issues/46763
MHA not attending the specified dimension,46762,closed,https://github.com/tensorflow/tensorflow/issues/46762
[tf.data] eager mode support for experimental benchmarks part1,46761,closed,https://github.com/tensorflow/tensorflow/issues/46761
Multiheadattention layer dimensions,46760,closed,https://github.com/tensorflow/tensorflow/issues/46760
How to install Tensorflow on AIX7.2 server,46759,open,https://github.com/tensorflow/tensorflow/issues/46759
Pass kwargs in apply_gradients to wrapped optimizer,46758,open,https://github.com/tensorflow/tensorflow/issues/46758
